organization_name,communityId,country
THALASSAEMIA INTERNATIONAL FEDERATION,1773,CY
Collecteur Analyseur de Données,1773,FR
CANADIAN INSTITUTES OF HEALTH RESEARCH,1773,CA
FUJIFILM DIOSYNTH BIOTECHNOLOGIES UK LIMITED,1773,UK
Cambridge University Hospitals NHS Foundation Trust,1773,UK
INSTITUT DE PATHOLOGIE ET DE GENETIQUE ASBL,1773,BE
COPENHAGEN ECONOMICS AS,1773,DK
FONDS DE RECHERCHE DU QUEBEC - SANTE,1773,CA
CENTRE HOSPITALIER REG UNIVERSITAIRE DIJON,1773,FR
HEALTH RESEARCH CHARITIES IRELAND COMPANY LIMITED BY GUARANTEE,1773,IE
MAPI RESEARCH TRUST,1773,FR
CONSORZIO PER VALUTAZIONI BIOLOGICHE E FARMACOLOGICHE,1773,IT
GEORGIAN FOUNDATION FOR GENETIC AND RARE DISEASES,1773,GE
MYSCIENCEWORK,1773,FR
GENETIC ALLIANCE UK LTD,1773,UK
ENOSI SPANION ASTHENON ELLADOS,1773,EL
CENTOGENE GMBH,1773,DE
STICHTING WORLD DUCHENNE ORGANIZATION,1773,NL
REDKI BOLESTI BULGARIA,1773,BG
TEKKARE,1773,FR
RARE DISEASES INTERNATIONAL,1773,FR
SONIO,1773,FR
DEPARTMENT OF HEALTH GOVERNMENT OF WESTERN AUSTRALIA,1773,AU
MICYRN,1773,CA
ASSOCIATION GENETHON,1773,FR
UNIVERSIDAD NACIONAL DE ROSARIO - UNR,1773,AR
UNIVERSITEIT ANTWERPEN,1773,BE
UNIVERSITA DEGLI STUDI DI PERUGIA,1773,IT
UNIVERSIDADE CATOLICA PORTUGUESA,1773,PT
UNIVERSIDAD DE LEON,1773,ES
AGDATAHUB,1773,FR
INTERNATIONAL COMMITTEE FOR ANIMALRECORDING (ICAR),1773,NL
ROQUETTE FRERES SA,1773,FR
UNIVERSITY OF SURREY,1773,UK
ESC DIJON BOURGOGNE,1773,FR
The Hospital for Sick Children,1773,CA
INSTITUT CURIE,1773,FR
UNIVERSITATSMEDIZIN GREIFSWALD KORPERSCHAFT DES OFFENTLICHEN RECHTS,1773,DE
EUROPEAN DIGITAL HEALTH ACADEMY GGMBH,1773,DE
AZIENDA SANITARIA UNIVERSITARIA FRIULI CENTRALE,1773,IT
STICHTING AMSTERDAM INSTITUTE FOR GLOBAL HEALTH AND DEVELOPMENT,1773,NL
UNIVERSITY OF OTAGO,1773,NZ
LABORATORIO REIG JOFRE SA,1773,ES
BUNDESINSTITUT FUR IMPFSTOFFE UND BIOMEDIZINISCHE ARZNEIMITTEL,1773,DE
AZIENDA OSPEDALIERA UNIVERSITARIA MEYER IRCCS,1773,IT
ARIDHIA INFORMATICS LIMITED,1773,UK
EIBIR GEMEINNUTZIGE GMBH ZUR FORDERUNG DER ERFORSCHUNG DER BIOMEDIZINISCHEN BILDGEBUNG,1773,AT
CHU HOPITAUX DE BORDEAUX,1773,FR
MATTEK IN VITRO LIFE SCIENCE LABORATORIES SRO,1773,SK
DESMOND TUTU HEALTH FOUNDATION NPC,1773,ZA
CONGENITAL HYPERINSULINISM INTERNATIONAL,1773,US
PICHEM FORSCHUNGS-UND ENTWICKLUNGSGMBH,1773,AT
GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,1773,UK
TRACER EUROPE BV,1773,NL
UMCG RESEARCH BV,1773,NL
"SCUOLA IMT (ISTITUZIONI, MERCATI, TECNOLOGIE) ALTI STUDI DI LUCCA",1773,IT
AGENZIA NAZIONALE PER I SERVIZI SANITARI REGIONALI,1773,IT
FUNDACJA INSTYTUT POLITYKI ZDROWOTNEJ,1773,PL
EUROPEAN HEALTH MANAGEMENT ASSOCIATION,1773,BE
UNIVERSITETSSYKEHUSET NORD-NORGE HF,1773,NO
NATIONAL HEALTH LABORATORY SERVICES,1773,ZA
LEIBNIZ-INSTITUT DSMZ-DEUTSCHE SAMMLUNG VON MIKROORGANISMEN UND ZELLKULTUREN GMBH,1773,DE
VSEOBECNA FAKULTNI NEMOCNICE V PRAZE,1773,CZ
CENTRE HOSPITALIER REGIONAL ET UNIVERSITAIRE DE LILLE,1773,FR
CASA DI CURA IGEA SPA,1773,IT
GESELLSCHAFT FUR MEDIZINISCHEFORSCHUNG IN DER REPUBLIK KONGO MBH,1773,DE
TP21 GMBH,1773,DE
GENIKO NOSOKOMEIO PAIDON ATHINON I AGIA SOFIA,1773,EL
FAKULTNI NEMOCNICE V MOTOLE,1773,CZ
ST. ANNA KINDERKREBSFORSCHUNG GMBH,1773,AT
UNIVERZITETNI KLINICNI CENTER LJUBLJANA,1773,SI
GHANA HEALTH SERVICE,1773,GH
REGION SYDDANMARK,1773,DK
NEUROCONN GMBH,1773,DE
Ente Ospedaliero Cantonale,1773,CH
UNIVERSITAETSMEDIZIN GOETTINGEN - GEORG-AUGUST-UNIVERSITAET GOETTINGEN - STIFTUNG OEFFENTLICHEN RECHTS,1773,DE
UNIVERSITE DE YAOUNDE I,1773,CM
"INSTITUT NATIONAL DE RECHERCHE POUR L'AGRICULTURE, L'ALIMENTATION ET L'ENVIRONNEMENT",1773,FR
GROUPE D'ETUDE ET DE CONTROLE DES VARIETES ET DES SEMENCES,1773,FR
TERRES INOVIA,1773,FR
INSTITUT ZA RATARSTVO I POVRTARSTVO INSTITUT OD NACIONALNOG ZNACAJA ZA REPUBLIKU SRBIJU,1773,RS
"ECOLE NATIONALE VETERINAIRE, AGROALIMENTAIRE ET DE L'ALIMENTATION NANTES ATLANTIQUE",1773,FR
LEIBNIZ-ZENTRUM FUER AGRARLANDSCHAFTSFORSCHUNG (ZALF) e.V.,1773,DE
SESVANDERHAVE,1773,BE
LEIBNIZ - INSTITUT FUER PFLANZENGENETIK UND KULTURPFLANZENFORSCHUNG,1773,DE
THE AGRICULTURAL RESEARCH ORGANISATION OF ISRAEL - THE VOLCANI CENTRE,1773,IL
INRAE TRANSFERT SAS,1773,FR
INNOLEA,1773,FR
JOHN INNES CENTRE,1773,UK
UNIVERSITY OF CUKUROVA,1773,TR
VEREIN DER ZUCKERINDUSTRIE EV,1773,DE
UNIVERZITA TOMASE BATI VE ZLINE,1773,CZ
INNOVATION DES PRODUCTEURS DE PLANTS DE POMME DE TERRE,1773,FR
UNIVERSIDADE FEDERAL DA BAHIA,1773,BR
RIJKSINSTITUUT VOOR VOLKSGEZONDHEID EN MILIEU,1773,NL
FORSCHUNGSINSTITUT FUR NUTZTIERBIOLOGIE,1773,DE
BIOBEST GROUP NV,1773,BE
AGROTIKOS OPOROKHPEFTIKOS ELAIOYRGIKOS SYNETAIRISMOS TYMPAKIOY,1773,EL
MAGMA - AGRO ANONYMI EMPORIKI KAI BIOMICHANIKI ETAIREIA,1773,EL
THE UNIVERSITY OF WESTERN ONTARIO,1773,CA
INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS,1773,ES
COOP AGRICOLA DE PEGO COOP V,1773,ES
GREENLIGHT BIOSCIENCES ESPANA SL,1773,ES
INSTITUTUL NATIONAL DE CERCETARE-DEZVOLTARE PENTRU BIORESURSE ALIMENTARE,1773,RO
ZORGONDERZOEK NEDERLAND ZON,1773,NL
HOCHSCHULE FUR WIRTSCHAFT UND GESELLSCHAFT LUDWIGSHAFEN,1773,DE
ARBEITSGEMEINSCHAFT ZUR FORDERUNG PILZWIDERSTANDSFAHIGER REBSORTEN,1773,AT
FUNDACIO INSTITUT D'INVESTIGACIO SANITARIA PERE VIRGILI (IISPV),1773,ES
Policlinique Médicale Universitaire de Lausanne,1773,CH
AVELO AG,1773,CH
INSTITUTUL DE PNEUMOFTIZIOLOGIE MARIUS NASTA,1773,RO
STATENS LEGEMIDDELVERK,1773,NO
NEMZETI NEPEGESZSEGUGYI ES GYOGYSZERESZETI KOZPONT,1773,HU
GETREAL INSTITUTE,1773,NL
ZORGINSTITUUT NEDERLAND,1773,NL
EUROPEAN SOCIETY OF ANAESTHESIOLOGY AND INTENSIVE CARE AISBL,1773,BE
MEDIZINISCHE UNIVERSITAT INNSBRUCK,1773,AT
GNOME DESIGN SRL,1773,RO
MOONLAKE IMMUNOTHERAPEUTICS AG,1773,CH
UCB BIOPHARMA,1773,BE
SCIENTA LAB,1773,FR
COLLECTIVE MINDS RADIOLOGY AB,1773,SE
ROPCA APS,1773,DK
"Singularity Biomed, S.L.",1773,ES
INSTITUTO PRESBITERIANO MACKENZIE,1773,BR
PROTISVALOR MEDITERRANEE SAS,1773,FR
UNIVERSITY OF NEWCASTLE UPON TYNE,1773,UK
DIGITALENT GROUP SL,1773,ES
THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,1773,UK
IMPACT LICENSING INITIATIVE,1773,BE
THE DATA TANK,1773,BE
"Institute of Plant and Environment Protection, Beijing Academy of Agricultural and Forestry Sciences",1773,CN
AGROBIO SL,1773,ES
UNIVERSITATEA DE STIINTELE VIETII REGELE MIHAI I DIN TIMISOARA,1773,RO
HUSHALLNINGSSALLSKAPET SJUHARAD,1773,SE
HUSHALLNINGSSALLSKAPET JONKOPING,1773,SE
HIR SKANE AB,1773,SE
HS HUSHALLNINGSSALLSKAPENS SERVICE AKTIEBOLAG,1773,SE
EIROPAS LAUKSAIMNIECIBAS UN LAUKU KONSULTANTU ASOCIACIJA,1773,LV
Bundesanstalt für Landwirtschaft und Ernährung,1773,DE
DORSCH JULIAN,1773,DE
ASSOCIATION INTERNATIONALE DE STANDARDISATION BIOLOGIQUE POUR L'EUROPE(IABS-EU),1773,FR
ZOETIS MANUFACTURING & RESEARCH SPAIN SL,1773,ES
United States Department of Agriculture - Plains Area,1773,US
"SCIENCE, TECHNOLOGY & INNOVATION FUNDING AUTHORITY",1773,EG
SAKA PFLANZENZUCHT GMBH & CO. KG,1773,DE
BAYERISCHE LANDESANSTALT FUR LANDWIRTSCHAFT,1773,DE
S.I.S. SOCIETA ITALIANA SEMENTI S.P.A.,1773,IT
HUSHALLNINGSSALLSKAPET I JAMTLANDS,1773,SE
BIOLAND BERATUNG GMBH,1773,DE
KUJAWSKO-POMORSKI OSRODEK DORADZTWA ROLNICZEGO W MINIKOWIE,1773,PL
"INSTITUT TECHNIQUE DE L'AVICULTURE,DE LA CUNICULTURE ET DE LA PISCICULTURE-ITAVI",1773,FR
INSTITUT DE RECHERCHE CLINIQUE DU BENIN (IRCB),1773,BJ
INSTITUT DES SCIENCES ET TECHNIQUES,1773,BF
BUNDESINSTITUT FUR ARZNEIMITTEL UND MEDIZINPRODUKTE,1773,DE
STATENS SERUM INSTITUT,1773,DK
VISMEDERI SRL,1773,IT
ZAMBART,1773,ZM
BIOMEDICAL RESEARCH AND TRAINING INSTITUTE LBG,1773,ZW
SPMS - SERVICOS PARTILHADOS DO MINISTERIO DA SAUDE EPE,1773,PT
"SVEUCILISTE JOSIPA JURJA STROSSMAYERA U OSIJEKU, PREHRAMBENO-TEHNOLOSKI FAKULTET OSIJEK",1773,HR
AGENTSCHAP COLLEGE TER BEOORDELING VAN GENEESMIDDELEN,1773,NL
FUNDACIO ESPIGOLADORS,1773,ES
CRV BV,1773,NL
ALIENOREU SPRL,1773,BE
FISKERIDIREKTORATET,1773,NO
MERCIER FRERES SARL,1773,FR
UNION DE COOPERATIVE FONCALIEU - UNION DE COOPERATIVES AGRICOLES,1773,FR
COMITE NATIONAL DES INTERPROFESSIONS DES VINS A APPELLATIONS D'ORIGINE ET A INDICATION GEOGRAPHIQUE,1773,FR
VERBAND DEUTSCHER REBENPFLANZGUTERZEUGER EV,1773,DE
ASSOCIAZIONE ISTITUTO DI GENOMICA APPLICATA,1773,IT
"MINISTERIUM FUR ERNAHRUNG, LANDLICHEN RAUM UND VERBRAUCHERSCHUTZ BADEN-WUERTTEMBERG",1773,DE
ASOCIACION PLATAFORMA TECNOLOGICA DEL VINO DE ESPANA,1773,ES
MOET HENNESSY SAS,1773,FR
VIVAI COOPERATIVI RAUSCEDO SOCIETA COOPERATIVA AGRICOLA,1773,IT
MINISTERIUM FUR WIRTSCHAFT VERKEHR LANDWIRTSCHAFT UND WEINBAU RHEINLAND-PFALZ,1773,DE
UNIVERSIDAD PUBLICA DE NAVARRA,1773,ES
MAT4NRG-GESELLSCHAFT FUR MATERIALIEN UND ENERGIEANWENDUNGEN MBH,1773,DE
"HEMIJSKI FAKULTET, UNIVERZITET U BEOGRADU",1773,RS
"UNIVERZITET U NOVOM SADU, POLJOPRIVREDNI FAKULTET NOVI SAD",1773,RS
INICIATIVAS INNOVADORAS SAL,1773,ES
EGYPTIAN CENTER FOR INNOVATION AND TECHNOLOGY DEVELOPMENT,1773,EG
THE HIGHER COUNCIL FOR SCIENCE AND TECHNOLOGY HCST,1773,JO
ACADEMY OF SCIENTIFIC RESEARCH AND TECHNOLOGY ASRT,1773,EG
FONDACION PRIMA,1773,ES
"MINISTRY OF INNOVATION, SCIENCE AND TECHNOLOGY",1773,IL
REGIONE TOSCANA,1773,IT
UNIVERSITATEA DE STIINTE AGRONOMICE SI MEDICINA VETERINARA DIN BUCURESTI,1773,RO
RI.NOVA SOCIETA COOPERATIVA,1773,IT
STICHTING WAGENINGEN RESEARCH,1773,NL
JUAN AZCUE SA,1773,ES
VLACO VZW,1773,BE
UNIVERZITET U BEOGRADU - FAKULTET ZA FIZICKU HEMIJU,1773,RS
INSTITUT ZA POLJOPRIVREDU I TURIZAM USTANOVA,1773,HR
"EKONOMSKI FAKULTET, UNIVERZITET U BEOGRADU",1773,RS
EUROPEAN TRAINING ACADEMY,1773,RS
STICHTING RHP,1773,NL
"COMPANY FOR TRADE AND SERVICES IN AGRICULTURE, ZELENI HIT DOO BEOGRAD(NOVI BEOGRAD)",1773,RS
IMPROVEMENT CENTRE BV,1773,NL
ENGELLYST OLE BLOCH,1773,DK
NOVEDADES AGRICOLAS SA,1773,ES
GROWING MEDIA EUROPE AISBL,1773,BE
TOOM BAUMARKT GMBH,1773,DE
PINDSTRUP MOSEBRUG A/S,1773,DK
AGRICULTURAL DEVELOPMENT ASSOCIATION NATIONAL FEDERATION OF FARMERS SKOPJE,1773,MK
EUROPEAN LANDOWNERS ORGANIZATION,1773,BE
ARBEITSGEMEINSCHAFT ZUR FORDERUNG DES FUTTERBAUES,1773,CH
HOGESCHOOL GENT,1773,BE
INSTITUT DE RECERCA I TECNOLOGIA AGROALIMENTARIES,1773,ES
INTERESSENGEMEINSCHAFT GESUNDER BODEN E.V.,1773,DE
Legume Technology Ltd,1773,UK
ABERYSTWYTH UNIVERSITY,1773,UK
FOOD SYSTEMS TRANSFORMATION SOLUTIONS (PTY) LTD,1773,ZA
KNOWLEDGE ECONOMY FOUNDATION FOR SOCIETY DEVELOPMENT,1773,EG
AGLOBE DEVELOPMENT CENTER,1773,NG
EGERTON UNIVERSITY,1773,KE
UBUNTOO BV,1773,NL
TERRASPHERE IMAGING & GIS BV,1773,NL
AEROVISION BV,1773,NL
GENEZA DOO ZA PROIZVODNJU SPOLJNU I UNUTRASNJU TRGOVINU KANJIZA,1773,RS
IFEN GESELLSCHAFT FUR SATELLITENNAVIGATION MBH,1773,DE
UNIWERSYTET PRZYRODNICZY W POZNANIU,1773,PL
ASSOCIACAO PARA A INVESTIGACAO E INOVACAO EM NUTRICAO E ALIMENTACAO ANIMAL - FEEDINOV,1773,PT
TECHNOSERVE SOLUTIONS TO POVERTY LTD/GTE,1773,NG
UNIVERSITY OF GUELPH,1773,CA
TECHNOSERVE KENYA,1773,KE
Dolphin Data Development Ltd.,1773,CA
FUNDACION ENTRE TANTOS,1773,ES
EUROPEAN GRANTS INTERNATIONAL ACADEMY SRL,1773,IT
EUROPESE ORGANISATIE VOOR WETENSCHAPPELIJK PLANTENONDERZOEK E.P.S.O. IVZW,1773,BE
AGRARTUDOMANYI KUTATOKOZPONT,1773,HU
FORMICABLU SRL,1773,IT
BIOCROP INNOVATIONS SL,1773,ES
CENTRE DE RECERCA EN AGRIGENOMICA CSIC-IRTA-UAB-UB,1773,ES
Cybiome GmbH,1773,CH
NORDIC SEED AS,1773,DK
"GETREIDEZUCHTUNG PETER KUNZ, VEREINFUR KULTURPFLANZENENTWICKLUNG",1773,CH
ASOCIACION APRISCO DE LAS CORCHUELAS,1773,ES
CERATIUM BV,1773,NL
INSTITUT AGRONOMIQUE ET VETERINAIRE HASSAN II,1773,MA
CENTRE INTERNATIONAL DE HAUTES ETUDES AGRONOMIQUES MEDITERRANEENNES,1773,FR
SABIOTEC SPIN-OFF SL,1773,ES
International Livestock Research Institute,1773,KE
STATENS VETERINAERMEDICINSKA ANSTALT,1773,SE
HIPRA SOCIEDAD ANONIMA,1773,ES
PROPHYL ALLATEGESZSEGUGYI DIAGNOSZTIKAI KUTATO ES SZOLGALTATO KFT,1773,HU
PANSTWOWY INSTYTUT WETERYNARYJNY - PANSTWOWY INSTYTUT BADAWCZY,1773,PL
IN3DIAGNOSTIC S.R.L.,1773,IT
THE PIRBRIGHT INSTITUTE LBG,1773,UK
HIPRA SCIENTIFIC SL,1773,ES
ASOCIACION INTERPROFESIONAL PORCINO DE CAPA BLANCA,1773,ES
LABORATORIOS HIPRA SA,1773,ES
KANSAS STATE UNIVERSITY,1773,US
HOGSKOLAN I  HALMSTAD,1773,SE
ECORYS BRUSSELS NV,1773,BE
"EUROPEAN CENTER FOR AGRICULTURAL, REGIONAL AND ENVIRONMENTAL POLICY RESEARCH, EUROCARE",1773,DE
AGRIFOOD AND BIOSCIENCES INSTITUTE,1773,UK
UGA RESEARCH FOUNDATION INC NON PROFIT CORP,1773,US
MEDIZINISCHE UNIVERSITAET WIEN,1773,AT
UNIVERSITA DEGLI STUDI DI UDINE,1773,IT
INSTITUT SYNDICAL EUROPEEN AISBL,1773,BE
HERTZ BROERTJES BRIGITTE,1773,NL
Gulliver Biomed BV,1773,BE
INTERNATIONAL RETINITIS PIGMENTOSA ASSOCIATION,1773,CH
Fighting Blindness,1773,IE
Phenopolis Ltd,1773,UK
FUNDACION PARA LA INVESTIGACION Y LA INNOVACION BIOSANITARIA DEL PRINCIPADO DE ASTURIAS,1773,ES
ZIMMER & PEACOCK AS,1773,NO
Solsten Diagnostics Intl. ApS,1773,DK
INSTYTUT PSYCHIATRII I NEUROLOGII,1773,PL
INSTYTUT OCHRONY PRZYRODY POLSKIEJ  AKADEMII NAUK,1773,PL
EIDGENOSSISCHES INSTITUT FUR METROLOGIE METAS,1773,CH
PFIZER INC,1773,US
GEORG-AUGUST-UNIVERSITAT GOTTINGEN STIFTUNG OFFENTLICHEN RECHTS,1773,DE
UNIVERSITE D'AIX MARSEILLE,1773,FR
UNIVERSITAT AUTONOMA DE BARCELONA,1773,ES
WIELKOPOLSKI OSRODEK DORADZTWA ROLNICZEGO W POZNANIU,1773,PL
PREDICTIA INTELLIGENT DATA SOLUTIONS SL,1773,ES
HOCHSCHULE FUR ANGEWANDTE WISSENSCHAFTEN HAMBURG,1773,DE
MED-EL ELEKTROMEDIZINISCHE GERATE GMBH,1773,AT
ELITAC BALANCEBELT B.V.,1773,NL
Vestibular Disorders Association,1773,US
DizzyGuide A/S,1773,DK
E.C.S. INTERNATIONAL BV,1773,NL
The Barany Society,1773,SE
Gesellschaft zur Förderung der Lebenswissenschaften Heidelberg GmbH,1773,DE
INSTYTUT MOLEKULYARNOI BIOLOGII I GENETYKY NAN UKRAINY,1773,UA
NARODOWY INSTYTUT LEKOW,1773,PL
ANCHOR LAB KS,1773,DK
MATADEROS INDUSTRIALES SOLER SA,1773,ES
KTINOTROFIKI MAGNISIAS - SYNERGAZOMENES EKMETALLEFSEIS - ANONYMOS ETAIREIA,1773,EL
PHILOSOFISH ANONYMI ETAIREIA,1773,EL
FRIGORIFICOS ANDALUCES DE CONSERVASDE CARNE SA,1773,ES
AGRITRACK LYSEIS TECHNOLOGIAS ANONYMI ETAIREIA,1773,EL
PACK4FOOD,1773,BE
MCC BEST VALUE LTD,1773,CY
THE OFFICE OF HEALTH ECONOMICS,1773,UK
UNIONE NAZIONALE CONSUMATORI,1773,IT
INSTITUTO POLITECNICO DE VIANA DE CASTELO,1773,PT
ZVEZA KMETIC SLOVENIJE,1773,SI
ZAVOD ZA GOZDOVE SLOVENIJE,1773,SI
INSTITUTE OF BOTANY AFTER A. TAKHTAJYAN OF NATIONAL ACADEMY OF SCIENCES OF REPUBLIC OF ARMENIA,1773,AM
INSTITUTUL DE CERCETARI BIOLOGICE CLUJ FILIALA A INCDSB BUCURESTI,1773,RO
ARCHE NOAH GESELLSCHAFT FUR DIE ERHALTUNG DER KULTURPFLANZENVIELFALT UND IHRE ENTWICKLUNG VEREIN,1773,AT
INSTITUT ZA NIZIJSKO SUMARSTVO I ZIVOTNU SREDINU,1773,RS
CEP INNOVATION SARL,1773,FR
GOZDARSKI INSTITUT SLOVENIJE,1773,SI
BALKANSKA FONDACIJA ZA ODRZLIV RAZVOJ,1773,MK
ELLINOGERMANIKI AGOGI SCHOLI PANAGEA SAVVA AE,1773,EL
CONSULTECH TECHNOLOGIEBERATUNG GMBH,1773,DE
UNIVERSITE DE TECHNOLOGIE DE COMPIEGNE,1773,FR
EXEO LAB S.R.L.,1773,IT
GAL PERCORSI SRL,1773,IT
INSTITUTO SUPERIOR DE AGRONOMIA,1773,PT
INSTYTUT RYBACTWA SRODLADOWEGO IM STANISTAWA SAKOWICZA,1773,PL
PEOPLE IN FOCUS,1773,AL
INSTITUTO POLITECNICO DE VISEU,1773,PT
AGRICIRCLE AG,1773,CH
BRIGHAM INC,1773,US
JOSLIN DIABETES CENTER INC,1773,US
RESEARCH INSTITUTE AG & CO KG,1773,AT
ELEM BIOTECH SL,1773,ES
WESTERHOF BEREND ERIC,1773,NL
STORA ENSO OYJ,1773,FI
FORSCHUNGSINSTITUT FUR BIOLOGISCHEN LANDBAU STIFTUNG,1773,CH
EESTI MAAULIKOOL,1773,EE
INSTITUT TECHNIQUE DE L AGRICULTURE BIOLOGIQUE,1773,FR
INTERNATIONAL FEDERATION OF ORGANIC AGRICULTURE MOVEMENTS EUROPEAN UNION REGIONAL GROUP,1773,SE
OKOLOGIAI MEZOGAZDASAGI KUTATOINTEZET KOZHASZNU NONPROFIT KFT,1773,HU
ITA-SUOMEN YLIOPISTO,1773,FI
INSTITUT SENEGALAIS DE RECHERCHES  AGRICOLES,1773,SN
UNIVERSITATSKLINIKUM HEIDELBERG,1773,DE
REFRAME FOOD ASTIKI MI KERDOSKOPIKI ETAIRIA,1773,EL
UNIVERSITE NANGUI ABROGOUA,1773,CI
VETERINAERINSTITUTTET,1773,NO
NEMZETI ELELMISZERLANC-BIZTONSAGI HIVATAL,1773,HU
UNIVERSITA CATTOLICA DEL SACRO CUORE,1773,IT
ASOCIACION BC3 BASQUE CENTRE FOR CLIMATE CHANGE - KLIMA ALDAKETA IKERGAI,1773,ES
NEDERLANDSE ORGANISATIE VOOR WETENSCHAPPELIJK ONDERZOEK,1773,NL
BULGARIAN NATIONAL SCIENCE FUND,1773,BG
ADELPHI RESEARCH GEMEINNUTZIGE GMBH,1773,DE
RESEARCH AND INNOVATION SERVICES DOO ZA USLUGE,1773,HR
FUTURE FOCUS21C EDU COMPANY LIMITED BY GUARANTEE,1773,IE
ITC - INOVACIJSKO TEHNOLOSKI GROZD MURSKA SOBOTA,1773,SI
STIFTUNG TIERAERZTLICHE HOCHSCHULE HANNOVER,1773,DE
ECOLE NATIONALE VETERINAIRE DE TOULOUSE,1773,FR
NOVODAN ApS,1773,DK
DNA DIAGNOSTIC A/S,1773,DK
"PARTIKAS DROSIBAS, DZIVNIEKU VESELIBAS UN VIDES ZINATNISKAIS INSTITUTSBIOR",1773,LV
IVBIO TEKNOLOJI ANONIM SIRKETI,1773,TR
RD NEPHROLOGIE SAS,1773,FR
INSIMO,1773,FR
AMBU A/S,1773,DK
ASSOCIATION GROUPE ESA,1773,FR
EUTOX -WORK GROUP (EUROPEAN UREMICTOXINS (EUTOX) WORK GROUP) E.V,1773,DE
OPTOFLUID TECHNOLOGIES OÜ,1773,EE
GROUPEMENT D'INTERET PUBLIC - TRANSITIONS,1773,FR
MAELAB,1773,FR
LANDWIRTSCHAFTSKAMMER NIEDERSACHSEN,1773,DE
IVI MURCIA SL,1773,ES
ST Genetics Worldwide Limited,1773,US
CellOxess Biotechnology,1773,US
EmbryoCloud S.L.,1773,ES
DIATECH PHARMACOGENETICS SOCIETA A RESPONSABILITA LIMITATA,1773,IT
L.M.P.E. S.r.l. S.B.,1773,IT
STICHTING AMSTERDAM UMC,1773,NL
UNIVERSITA DEGLI STUDI DI SIENA,1773,IT
EIDGENOESSISCHES DEPARTEMENT DES INNERN,1773,CH
THE QUEEN'S UNIVERSITY OF BELFAST,1773,UK
INNOVATIONSCENTER FOR OKOLOGISK LANDBRUG P/S,1773,DK
INSTITUT FIR BIOLOGESCH LANDWIRTSCHAFT AN ARAGRÖKOLOGIE LUXEMBURG ASBL,1773,LU
"INSTYTUT UPRAWY NAWOZENIA I GLEBOZNAWSTWA, PANSTWOWY INSTYTUT BADAWCZY",1773,PL
"CONSULAI, CONSULTORIA AGRO INDUSTRIATRIAL LDA",1773,PT
ECORNATURASI SPA,1773,IT
FIBL EUROPE -  FORSCHUNGSINSTITUTFUR BIOLOGISCHEN LANDBAU IN EUROPA,1773,BE
"JOHANN HEINRICH VON THUENEN-INSTITUT, BUNDESFORSCHUNGSINSTITUT FUER LAENDLICHE RAEUME, WALD UND FISCHEREI",1773,DE
SVERIGES LANTBRUKSUNIVERSITET,1773,SE
GRAMINOR AS,1773,NO
VERBAND LEBENSMITTEL OHNE GENTECHNIK E.V.,1773,DE
UNIVERSITA DEGLI STUDI DI TORINO,1773,IT
INSTYTUT ZOOTECHNIKI PANSTWOWY INSTYTUT BADAWCZY,1773,PL
LEPL STATE LABORATORY OF AGRICULTURE-SLA,1773,GE
"CENTRUM BIOVIED SLOVENSKEJ AKADEMIE VIED, v.v.i.",1773,SK
MINISTRY OF AGRICULTURE AND FOOD,1773,NO
DIGITALEUROPE AISBL*,1773,BE
LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN,1773,DE
LONDON SCHOOL OF HYGIENE AND TROPICAL MEDICINE ROYAL CHARTER,1773,UK
ASSOCIATION DE COORDINATION TECHNIQUE POUR L'INDUSTRIE AGROALIMENTAIRE,1773,FR
UNIVERSIDAD REY JUAN CARLOS,1773,ES
UNIVERSIDAD CATÓLICA DEL MAULE,1773,CL
BETANIA LEGIO SL,1773,ES
SOCIEDAD ESPANOLA DE AGRICULTURA ECOLOGICA,1773,ES
FORSCHUNGSINSTITUT FUR BIOLOGISCHEN  LANDBAU OSTERREICH,1773,AT
"INAGRO, PROVINCIAAL EXTERN VERZELFSTANDIGD AGENTSCHAP IN PRIVAATRECHTELIJKE VORM VZW",1773,BE
STOWARZYSZENIE FORUM ROLNICTWA EKOLOGICZNEGO IM MIECZYSLAWA GORNEGO,1773,PL
AUTONOOM PROVINCIEBEDRIJF HOOIBEEKHOEVE,1773,BE
Lietuvos ekologiniu ukiu asociacija,1773,LT
OFISET SL,1773,ES
ASS CITTADINANZATTIVA APS,1773,IT
MESETARIA S. COOP. C Y L,1773,ES
FONDATSIYA ZA BIOLOGICHNO ZEMEDELIE BIOSELENA,1773,BG
INSTITUT PO POLSKI KULTURI,1773,BG
FOODHUB.HU TERMELOI AGRAR SZOLGALTATO NONPROFIT ZARKORUEN MUKODO RESZVENYTARSASAG,1773,HU
ELIKA NEKAZARITZAKO ELIKAGAIEN SEGURTASUNARAKO EUSKAL FUNDAZIOA,1773,ES
University of Food Technologies,1773,BG
NATIONAL FOOD AGENCY,1773,GE
ISTANBUL SABAHATTIN ZAIM UNIVERSITESI,1773,TR
FEDERAZIONE EUROPEA DI ZOOTECNICA,1773,IT
