organization_name,pagerank_score,degree_centrality_score,betweenness_score,country
Screening Eagle Technologies AG,0.5328909575596876,16.0,49.06946870858333,CH
EUROPEAN BUILDERS CONFEDERATION,0.5328909575596876,16.0,49.06946870858333,BE
ESTUDIOS RAFER S.L.,0.5328909575596876,16.0,49.06946870858333,ES
CONSTRUCCIONES MOYUA SL,0.5328909575596876,16.0,49.06946870858333,ES
DRUSKININKU VIETOS VEIKLOS GRUPE,0.5328403537789603,14.0,2.297471074341999,LT
BORGHIIN RETE DI IMPRESE,0.5328403537789603,14.0,2.297471074341999,IT
MAGYAR REFORMATUS SZERETETSZOLGALAT ALAPITVANY,0.5328403537789603,14.0,2.297471074341999,HU
EURICSE,0.5328403537789603,14.0,2.297471074341999,IT
FUNDACION OXIGENO,0.5328403537789603,14.0,2.297471074341999,ES
LIETUVOS SOCIALINIU MOKSLU CENTRAS,0.5328403537789603,14.0,2.297471074341999,LT
SOCIEDAD PARA EL DESARROLLO DE LA PROVINCIA DE BURGOS,0.5328403537789603,14.0,2.297471074341999,ES
CENTRE TECHNOLOGIQUE ALPHANOV,0.5320319337819286,15.0,1722.5154527551565,FR
INSTER TECNOLOGIA Y COMUNICACIONESSA,0.5318912786312079,13.0,3214.2508821416486,ES
DHI A/S,0.5316695451611996,20.0,1666.7733769629099,DK
DIR.BG,0.5312547670844432,8.0,0.0,BG
THE FACTORY IKE,0.5312547670844432,8.0,0.0,EL
INCUBATEUR AU FEMININ,0.5312547670844432,8.0,0.0,FR
UPTEC ASSOCIACAO DE TRANSFERENCIA DE TECNOLOGIA DA ASPRELA,0.5312547670844432,8.0,0.0,PT
GDTHEALTH NETWORK COMPANY LIMITED BY GUARANTEE,0.5312547670844432,8.0,0.0,IE
WONDERCODERS,0.5312547670844432,8.0,0.0,DK
Asociación Forestal de Galicia,0.5300397728858588,23.0,27.570295232868794,ES
REGION DE MURCIA,0.5300397728858588,23.0,27.570295232868794,ES
PROGRAMME FOR THE ENDORSEMENT OF FOREST CERTIFICATION SCHEMES ITALIA,0.5300397728858588,23.0,27.570295232868794,IT
VER DE TERRE PRODUCTION,0.5300397728858588,23.0,27.570295232868794,FR
VENETIAN CLUSTER SRL,0.5300397728858588,23.0,27.570295232868794,IT
HELIOPOLIS UNIVERSITY ASSOCIATION,0.5300397728858588,23.0,27.570295232868794,EG
SENSEEN,0.5300397728858588,23.0,27.570295232868794,FR
S.C.G A CARQUEIXA,0.5300397728858588,23.0,27.570295232868794,ES
ACTA ASSOCIATION DE COORDINATION TECHNIQUE AGRICOLE - LES INSTITUTS TECHNIQUES AGRICOLES,0.5299331141796332,23.0,1023.4668615890333,FR
ERIKS BV,0.5299299196859367,15.0,31.05695253883371,NL
STICHTING NETHERLANDS MARITIME TECHNOLOGY FOUNDATION,0.5299299196859367,15.0,31.05695253883371,NL
GALLOO,0.5299299196859367,15.0,31.05695253883371,BE
SURFRIDER FOUNDATION EUROPE,0.5299299196859367,15.0,31.05695253883371,FR
FLENSBURGER SCHIFFBAUGESELLSCHAFT MBH,0.5299299196859367,15.0,31.05695253883371,DE
SHIPYARDS AND MARITIME EQUIPMENT ASSOCIATION OF EUROPE,0.5299299196859367,15.0,31.05695253883371,BE
FSG-NOBISKRUG DESIGN GMBH,0.5299299196859367,15.0,31.05695253883371,DE
DAMEN RESEARCH DEVELOPMENT & INNOVATION BV,0.5299299196859367,15.0,31.05695253883371,NL
CENTER OF MARITIME TECHNOLOGIES GGMBH,0.5299299196859367,15.0,31.05695253883371,DE
ATOVA REGULATORY CONSULTING,0.5296173778362202,19.0,47.4463256106553,ES
STICHTING NEW HARVEST NETHERLANDS,0.5296173778362202,19.0,47.4463256106553,NL
POSEIDONADA SL,0.5296173778362202,19.0,47.4463256106553,ES
SHAKE-UP FACTORY,0.5296173778362202,19.0,47.4463256106553,FR
PURATOS NV,0.5296173778362202,19.0,47.4463256106553,BE
CENTRO NACIONAL DE TECNOLOGIA Y SEGURIDAD ALIMENTARIA,0.5296173778362202,19.0,47.4463256106553,ES
"NTT DATA INSTITUTE OF MANAGEMENT CONSULTING, Inc",0.5296173778362202,19.0,47.4463256106553,JP
INNOMY BIOTECH SL,0.5296173778362202,19.0,47.4463256106553,ES
THE ALLIANCE FOR INTERNATIONAL MEDICAL ACTION,0.5295679818569328,17.0,418.04379238791574,FR
STIFTUNG PREUSSISCHER KULTURBESITZ,0.5294861571777061,17.0,729.666197058719,DE
GREMI D'ARIDS DE CATALUNYA,0.5294757277571122,14.0,7.8798719619400694,ES
LLC Perechin Timber and Chemical Plant,0.5294757277571122,14.0,7.8798719619400694,UA
WEIR MINERALS EUROPE LIMITED,0.5294757277571122,14.0,7.8798719619400694,UK
DERYPOL SA,0.5294757277571122,14.0,7.8798719619400694,ES
ARENES BELLPUIG SL,0.5294757277571122,14.0,7.8798719619400694,ES
"KREMEN D.O.O., INDUSTRIJA IN RUDNIKI NEKOVIN",0.5294757277571122,14.0,7.8798719619400694,SI
"OFZ, AS",0.5294757277571122,14.0,7.8798719619400694,SK
CHANGEOVER TECHNOLOGIES LIMITED,0.5294757277571122,14.0,7.8798719619400694,UK
BNW-ENERGY,0.5294757277571122,14.0,7.8798719619400694,NO
Finnish Institute of International Affairs,0.5290845723025643,18.0,12.825795275602983,FI
ASOCIATIA OBSTEASCA INSTITUTUL PENTRU INITIATIVE STRATEGICE,0.5290845723025643,18.0,12.825795275602983,MD
CARNEGIE EUROPE FOUNDATION,0.5290845723025643,18.0,12.825795275602983,BE
CENTAR ZA EVROPSKE POLITIKE,0.5290845723025643,18.0,12.825795275602983,RS
UKRAINIAN CENTRE FOR ECONOMIC AND POLITICAL  STUDIES NAMED AFTER OLEKSANDR RAZUMKOV,0.5290845723025643,18.0,12.825795275602983,UA
PMC RESEARCH CENTER,0.5290845723025643,18.0,12.825795275602983,GE
POLICY AND MANAGEMENT CONSULTING GROUP LTD,0.5290845723025643,18.0,12.825795275602983,GE
TRANS EUROPEAN POLICY STUDIES ASSOCIATION,0.5290845723025643,18.0,12.825795275602983,BE
INSTITUT FUR EUROPAISCHE POLITIK EV,0.5290845723025643,18.0,12.825795275602983,DE
LATVIJAS ARPOLITIKAS INSTITUTS,0.5290845723025643,18.0,12.825795275602983,LV
BUSINESS AND TECHNOLOGY UNIVERSITY LLC,0.5289473168926175,20.0,66.20763077828781,GE
INDIAN INSTITUTE OF TECHNOLOGY GUWAHATI,0.5289473168926175,20.0,66.20763077828781,IN
LIMITED LIABILITY COMPANY SCIENTIFIC PARK OF LVIV POLYTECHNIC NATIONAL UNIVERSITY,0.5289473168926175,20.0,66.20763077828781,UA
Sejong University,0.5289473168926175,20.0,66.20763077828781,KR
Centre for Development of Advanced Computing (C-DAC),0.5289473168926175,20.0,66.20763077828781,IN
NORTH.IO GMBH,0.5285031643670973,20.0,148.3720810646977,DE
LANDESKRIMINALAMT SCHLESWIG-HOLSTEIN,0.5285031643670972,20.0,148.3720810646977,DE
"Wehrtechnische Dienststelle für Schiffe und Marinewaffen, Maritime Technologie und Forschung",0.5285031643670972,20.0,148.3720810646977,DE
SEATERRA GMBH GEOPHYSIK- & KAMPFMITTEL DIENSTLEISTUNGEN,0.5285031643670972,20.0,148.3720810646977,DE
ECOLE ROYALE MILITAIRE - KONINKLIJKE MILITAIRE SCHOOL,0.5285031643670972,20.0,148.3720810646977,BE
BUNDESPOLIZEI,0.5285031643670972,20.0,148.3720810646977,DE
IQUA ROBOTICS SOCIEDAD LIMITADA,0.5285031643670972,20.0,148.3720810646977,ES
WYZSZA SZKOLA STRAZY GRANICZNEJ,0.5285031643670972,20.0,148.3720810646977,PL
FORSVARETS FORSKNINGINSTITUTT,0.5285031643670972,20.0,148.3720810646977,NO
Forsvarsdepartementet,0.5285031643670972,20.0,148.3720810646977,NO
EISCAT SCIENTIFIC ASSOCIATION,0.5278167856396481,27.0,280.7549060472045,SE
BORG AUTOMOTIVE SP ZOO,0.5277457634570217,19.0,69.76108690774977,PL
OLIMPIA SPLENDID S.P.A.,0.5277457634570217,19.0,69.76108690774977,IT
CAR PARTS INDUSTRIES BELGIUM,0.5277457634570216,19.0,69.76108690774977,BE
FLEXIS AG,0.5277457634570216,19.0,69.76108690774977,DE
C.R.& C. S.R.L.,0.5277457634570216,19.0,69.76108690774977,IT
LUMIBIRD PHOTONICS ITALIA SRL,0.5277457634570216,19.0,69.76108690774977,IT
KNORR-BREMSE SYSTEME FUR NUTZFAHRZEUGE GMBH,0.5277457634570216,19.0,69.76108690774977,DE
HEPENIX MUSZAKI SZOLGALTATO KFT - HEPENIX Technical Service Ltd.,0.5277457634570216,19.0,69.76108690774977,HU
INTELLIGENTSIA CONSULTANTS SARL,0.5277290976713347,20.0,984.6263656634497,LU
UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,0.527672768824262,21.0,80.88330527832858,BR
SMARTAVATAR B.V.,0.527672768824262,21.0,80.88330527832858,NL
SOFIA TECH PARK JSC,0.527672768824262,21.0,80.88330527832858,BG
"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",0.527672768824262,21.0,80.88330527832858,BR
SAN DIEGO STATE UNIVERSITY FOUNDATION,0.527672768824262,21.0,80.88330527832858,US
SAMSUNG ELECTRONICS (UK) LIMITED,0.527672768824262,21.0,80.88330527832858,UK
UNIVERSIDADE FEDERAL DA PARAIBA,0.527672768824262,21.0,80.88330527832858,BR
INNOVATIVE DRONE SOLUTIONS PTY LTD,0.527672768824262,21.0,80.88330527832858,AU
INEDIT INNOVACIO SL,0.5274914784360518,15.0,2.183097133269728,ES
EKOGLOBE RESOURCES LIMITED,0.5274914784360518,15.0,2.183097133269728,TZ
INKOMOKO ENTREPRENEUR DEVELOPMENT LIMITED,0.5274914784360518,15.0,2.183097133269728,RW
ME SOLSHARE LIMITED,0.5274914784360518,15.0,2.183097133269728,BD
OFFGRIDBOX RWANDA LTD,0.5274914784360518,15.0,2.183097133269728,RW
MICROENERGY INTERNATIONAL GMBH,0.5274914784360518,15.0,2.183097133269728,DE
TANZANIA RENEWABLE ENERGY ASSOCIATION (TAREA),0.5274914784360518,15.0,2.183097133269728,TZ
E-LICO FOUNDATION,0.5274914784360518,15.0,2.183097133269728,TZ
EUROPAISCHE FODERATION BAUWERKSBEGRUNUNGSVERBANDE - EFB,0.5269196142101145,19.0,29.70507943390949,AT
SI POR SUPUESTO SL,0.5269196142101145,19.0,29.70507943390949,ES
STICHTING WORLD BENCHMARKING ALLIANCE FOUNDATION,0.5269196142101145,19.0,29.70507943390949,NL
ASSO 2 INVESTING INITIATIVE,0.5269196142101145,19.0,29.70507943390949,FR
ASSOCIACAO NACIONAL DE COBERTURAS VERDES,0.5269196142101145,19.0,29.70507943390949,PT
FORENINGEN IKED,0.5269196142101145,19.0,29.70507943390949,SE
ASOCIACIA PRE ZELENE STRECHY AZELENU INFRASTRUKTURU,0.5269196142101145,19.0,29.70507943390949,SK
VOEDSEL ANDERS,0.5269196142101145,19.0,29.70507943390949,BE
ICLEI COLOMBIA,0.5269196142101145,19.0,29.70507943390949,CO
FRANKFURT SCHOOL OF FINANCE & MANAGEMENT GEMEINNUTZIGE GMBH,0.5265985668399125,22.0,333.8616789096345,DE
UZDAROJI AKCINE BENDROVE TELEMED,0.5265596858743844,17.0,30.389836470365648,LT
VDE VERBAND DER ELEKTROTECHNIK ELEKTRONIK INFORMATIONSTECHNIK EV,0.5265596858743844,17.0,30.389836470365648,DE
GENIKO NOSOKOMEIO PAPAGEORGIOU,0.5265596858743844,17.0,30.389836470365648,EL
SCIGEN TECHNOLOGIES ANONYMI ETAIREIA PARAGOGIS LOGISMIKOU KAI ILEKTROMICHANOLOGIKON KATASKEUON,0.5265596858743844,17.0,30.389836470365648,EL
ECHONOUS INC,0.5265596858743844,17.0,30.389836470365648,US
PHAZE KLINIKI EREVNA & FARMAKEFTIKES SYMVOULES  ANONYMI ETAIREIA,0.5265596858743844,17.0,30.389836470365648,EL
VERMON SA,0.5265596858743844,17.0,30.389836470365648,FR
GROUPEMENT HOSPITALIER EAUBONNE MONTMORENCY SIMONE VEIL,0.5265596858743844,17.0,30.389836470365648,FR
MEDEA SRL,0.5265596858743844,17.0,30.389836470365648,IT
MEDIS MEDIZINISCHE MESSTECHNIK GMBH,0.5265596858743844,17.0,30.389836470365648,DE
CHR MICHELSENS INSTITUTT FOR VIDENSKAP OG ANDSFRIHET STIFTELSE,0.526543786460566,22.0,1075.5184209032846,NO
AIXACCT SYSTEMS GMBH,0.5255342156766852,24.0,167.09839801901018,DE
BREVALOR Sàrl,0.5255342156766852,24.0,167.09839801901018,CH
AIR LIQUIDE ELECTRONICS SYSTEMS SA,0.5255342156766852,24.0,167.09839801901018,FR
ANNEALSYS SAS,0.5255342156766852,24.0,167.09839801901018,FR
PIEMACS SARL,0.5255342156766852,24.0,167.09839801901018,CH
FRAUNHOFER ITALIA RESEARCH SCARL,0.5254186830265642,16.0,1496.2077373406325,IT
WE WORLD-GVC ORGANIZZAZIONE NON LUCRATIVA DI UTILITA'SOCIALE,0.5253165579494988,22.0,85.08109743317227,IT
AGRICOLUS AGRITECH SPAIN SL,0.5253165579494988,22.0,85.08109743317227,ES
ENTE PARCO NAZIONALE ALTA MURGIA,0.5253165579494988,22.0,85.08109743317227,IT
RESEAU POUR LA RECHERCHE INTERNATIONALE SUR LA DESERTIFICATION,0.5253165579494988,22.0,85.08109743317227,FR
COMMISSARIAT REGIONAL AU DEVELOPPEMENT AGRICOLE DE MEDENINE,0.5253165579494988,22.0,85.08109743317227,TN
COOPERATIVA PRODUTTORI ARBOREA - SOCIETA AGRICOLA,0.5253165579494988,22.0,85.08109743317227,IT
ASOCIACION ADROCHES PARA EL DESARROLLO RURAL DE LA COMARCA DE LOS PEDROCHES,0.5253165579494988,22.0,85.08109743317227,ES
FUNDACION SECTOR PUBLICO ESTATAL CENTRO NACIONAL INVESTIGACIONES ONCOLOGICAS CARLOS III,0.5252140007639698,23.0,970.9160721269616,ES
RISCOGNITION GMBH,0.5248365722509953,15.0,810.1943612133921,DE
INSTYTUT MASZYN PRZEPLYWOWYCH IM ROBERTA SZEWALSKIEGO POLSKIEJ AKADEMII NAUK - IMP PAN,0.5244357397951337,18.0,2285.726725872546,PL
GIOTTO BIOTECH SRL,0.5242816075023882,22.0,817.8584559701633,IT
NHAZCA SRL,0.5240407652279374,16.0,16.367164779128522,IT
COMMUNITY CPR TRUST CIC,0.5240407652279374,16.0,16.367164779128522,UK
F M INGEGNERIA SPA,0.5240407652279374,16.0,16.367164779128522,IT
SKEIN-UKRAINE,0.5240407652279374,16.0,16.367164779128522,UA
GEOAPP SRL,0.5240407652279374,16.0,16.367164779128522,IT
Servicio Geologico National,0.5240407652279374,16.0,16.367164779128522,DO
NANJING UNIVERSITY,0.5240407652279374,16.0,16.367164779128522,CN
LEVELS & MEASURES LDA,0.5240407652279374,16.0,16.367164779128522,PT
SEGULA ENGINEERING,0.5228573889445899,16.0,1086.9076142272784,FR
Minitüb GmbH,0.5227766307059131,22.0,138.8897580712186,DE
Swissgenetics,0.5227766307059131,22.0,138.8897580712186,CH
Evospex,0.5227766307059131,22.0,138.8897580712186,CH
IMV TECHNOLOGIES,0.5227766307059131,22.0,138.8897580712186,FR
INSTITUT FUER FORTPFLANZUNGLANDWIRTSCHAFTLICHER NUTZTIERESCHOENOW (IFN SCHOENOW) E.V.,0.5227766307059131,22.0,138.8897580712186,DE
NATIONAL CATTLE BREEDING CENTRE LIMITED,0.5227766307059131,22.0,138.8897580712186,IE
VikingGenetics FMBA,0.5227766307059131,22.0,138.8897580712186,DK
UNIVERSITY OF SASKATCHEWAN,0.5227766307059131,22.0,138.8897580712186,CA
RBB Rinderproduktion Berlin Brandenburg GmbH,0.5227766307059131,22.0,138.8897580712186,DE
MONTINUTRA OY,0.5226729734971671,18.0,24.848363343507597,FI
SPIGA NORD SPA,0.5226729734971671,18.0,24.848363343507597,IT
NOURYON SURFACE CHEMISTRY AB,0.5226729734971671,18.0,24.848363343507597,SE
CHT GERMANY GMBH,0.5226729734971671,18.0,24.848363343507597,DE
"NIKKO CHEMICALS CO., LTD.",0.5226729734971671,18.0,24.848363343507597,JP
ADSORBI AB,0.522672973497167,18.0,24.848363343507597,SE
ASSOCIAZIONE ITALIANA PER LA RICERCA INDUSTRIALE - AIRI,0.522672973497167,18.0,24.848363343507597,IT
"SHISEIDO Co., Ltd.",0.522672973497167,18.0,24.848363343507597,JP
CONSORZIO INTERUNIVERSITARIO PERLO SVILUPPO DEI SISTEMI A GRANDE INTERFASE,0.522672973497167,18.0,24.848363343507597,IT
THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK,0.5226265037831772,18.0,15.717847118293877,US
INTERMEDIA PRODUCCIONES SL,0.5226265037831772,18.0,15.717847118293877,ES
Universidade Federal do Pará,0.5226265037831772,18.0,15.717847118293877,BR
UNIVERSIDAD MAYOR DE SAN ANDRES,0.5226265037831772,18.0,15.717847118293877,BO
UNIVERSIDAD ANDINA SIMON BOLIVAR,0.5226265037831772,18.0,15.717847118293877,EC
FUNDACAO UNIVERSIDADE DO AMAZONAS,0.5226265037831772,18.0,15.717847118293877,BR
INOPSYS,0.5223867810197712,18.0,19.378092948475544,BE
watercircle.be,0.5223867810197712,18.0,19.378092948475544,BE
WESTERN SYDNEY UNVERSITY,0.5223867810197712,18.0,19.378092948475544,AU
PUREBLUE WATER BV,0.5223867810197712,18.0,19.378092948475544,NL
Karnatak University,0.5223867810197712,18.0,19.378092948475544,IN
REMONDIS GMBH,0.5223867810197712,18.0,19.378092948475544,DE
BACO Environmental Engineering & Technology S.L.,0.5223867810197712,18.0,19.378092948475544,ES
NORGENOTECH AS,0.5223867810197712,18.0,19.378092948475544,NO
Biotec srl,0.5223867810197712,18.0,19.378092948475544,IT
University of California,0.5223867810197712,18.0,19.378092948475544,ES
DALHOUSIE UNIVERSITY,0.5222219962849024,18.0,2587.663766695467,CA
EUNOMIA LIMITED,0.5220379261510977,24.0,77.50045374998683,IE
INDIAN INSTITUTE OF SCIENCE,0.5220379261510977,24.0,77.50045374998683,IN
SOCIEDAD DE FOMENTO AGRICOLA CASTELLONENSE S A,0.5219592796367543,20.0,1087.0548997502933,ES
CLASS 5 PHOTONICS GMBH,0.5219431289298747,24.0,76.68878368828234,DE
INTERNATIONAL CENTRE FOR DIARRHOEAL DISEASE RESEARCH BANGLADESH,0.521608593017397,20.0,238.39388552556454,BD
USTAV PRISTROJOVE TECHNIKY AVCR VVI,0.5214836945469228,13.0,4574.166038902849,CZ
THE UNIVERSITY OF HERTFORDSHIRE HIGHER EDUCATION CORPORATION,0.5213918530335713,20.0,236.6465126982626,UK
REGION OCCITANIE,0.5212148206465875,9.0,0.0,FR
ASOCIACION CLUSTER PARA EL USO  EFICIENTE DEL AGUA-ZINNAE,0.5212148206465875,9.0,0.0,ES
POLE DREAM EAU ET MILIEUX,0.5212148206465875,9.0,0.0,FR
ARAGON EXTERIOR SA,0.5212148206465875,9.0,0.0,ES
CLEAN,0.5212148206465875,9.0,0.0,DK
STICHTING WATER ALLIANCE,0.5212148206465875,9.0,0.0,NL
REGION CENTRE-VAL DE LOIRE,0.5212148206465874,9.0,0.0,FR
DPO Associates Sarl,0.5210054456836226,20.0,1.3467285946584069,CH
The Human Colossus Foundation,0.5210054456836226,20.0,1.3467285946584069,CH
WELLSPAN HEALTH,0.5210054456836226,20.0,1.3467285946584069,US
LIKE HEALTHCARE RESEARCH GMBH,0.5210054456836226,20.0,1.3467285946584069,DE
SOCIETE EUROPEENNE DE CARDIOLOGIE,0.5210054456836226,20.0,1.3467285946584069,FR
"Drug Information Association Inc. (DIA), Branch Basel",0.5210054456836226,20.0,1.3467285946584069,CH
NEBS,0.5210054456836226,20.0,1.3467285946584069,BE
DATAPOWER SRL,0.5210054456836226,20.0,1.3467285946584069,IT
MYDATA GLOBAL RY,0.5210054456836226,20.0,1.3467285946584069,FI
ALPHA CONSULTANTS S.R.L.,0.5209959340100716,14.0,1179.999960481988,IT
SYSTIMATA ELEGCHOU TAKIS G. ZARIFOPOULOS ANONYMOS ETAIREIA IDIOTIKI EPICHEIRISI PAROCHIS YPIRESION ASFALEIAS,0.5208152889531698,21.0,52.301336153462906,EL
IMZI-INSTITUT ZA MODRO-ZELENO INFRASTRUKTURO,0.5208152889531698,21.0,52.301336153462906,SI
LINKCITY ILE-DE-FRANCE,0.5208152889531698,21.0,52.301336153462906,FR
PICH-AGUILERA ARQUITECTOS SL,0.5208152889531698,21.0,52.301336153462906,ES
MOBICS TELECOMMUNICATION AND CONSULTING SERVICES SA,0.5208152889531698,21.0,52.301336153462906,EL
GASNETZ HAMBURG GMBH,0.5206850494060713,18.0,6.336818116670566,DE
STORENGY DEUTSCHLAND BETRIEB GMBH,0.5206850494060713,18.0,6.336818116670566,DE
ARTELYS BELGIUM,0.5206850494060713,18.0,6.336818116670566,BE
GEOMETHANE,0.5206850494060713,18.0,6.336818116670566,FR
CAPENERGIES ASSOCIATION,0.5206850494060713,18.0,6.336818116670566,FR
AXENS SA,0.5206850494060713,18.0,6.336818116670566,FR
ESK GMBH,0.5206850494060713,18.0,6.336818116670566,DE
ECO MED,0.5206850494060713,18.0,6.336818116670566,FR
GEOSTOCK SAS,0.5206850494060713,18.0,6.336818116670566,FR
STORENGY DEUTSCHLAND GMBH,0.5206850494060713,18.0,6.336818116670566,DE
PGE ENERGETYKA KOLEJOWA SPOLKA AKCYJNA,0.5206110645452959,20.0,58.586552739069276,PL
FUNDACION DE LOS FERROCARRILES ESPANOLES,0.5206110645452959,20.0,58.586552739069276,ES
OCHRANA DRACOV NA SLOVENSKU ZDRUZENIE,0.5206110645452959,20.0,58.586552739069276,SK
HZ UNTERNEHMENSBERATUNG AG,0.5206110645452959,20.0,58.586552739069276,DE
MINUARTIA ESTUDIS AMBIENTALS SL,0.5206110645452959,20.0,58.586552739069276,ES
RESILIENCE RISING UK,0.5206110645452959,20.0,58.586552739069276,UK
DE WILD-SCHOLTEN MARISKA,0.5198412382872455,21.0,446.0189699171952,NL
TSE Troller,0.5198412382872455,21.0,446.0189699171952,CH
INSTITUT PHOTOVOLTAIQUE D'ILE DE FRANCE (IPVF),0.5198412382872455,21.0,446.0189699171952,FR
BECQUEREL INSTITUTE ESPANA SL,0.5198412382872455,21.0,446.0189699171952,ES
DYENAMO AB,0.5198412382872455,21.0,446.0189699171952,SE
BEDIMENSIONAL SPA,0.5198412382872455,21.0,446.0189699171952,IT
GREEN ENERGY PARK,0.5198412382872455,21.0,446.0189699171952,MA
INSTYTUT AGROFIZYKI POLSKIEJ AKADEMII NAUK,0.5196128503423377,19.0,39.66292477728843,PL
RECOIR LTD,0.5196128503423377,19.0,39.66292477728843,UK
CAVIRO EXTRA S.P .A. 0 CAVIRO EXTRA DISTILLERIE S.P.A. EXTRA DIS TILLERIE S.P.A. EXTRA ALCOLI S.P.A. CAVIRO EXTRA MOSTI ED ESTRA TTI S. P.A. EXTR MOSTI ED ESTRATTI S.P.A.  CAVIRO EXTRA TARTARICA S.P.A,0.5196128503423377,19.0,39.66292477728843,IT
ENOMONDO SRL,0.5196128503423377,19.0,39.66292477728843,IT
INTERMAG SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,0.5196128503423377,19.0,39.66292477728843,PL
INTA SRL,0.5196128503423377,19.0,39.66292477728843,IT
FUNDACJA ART & SCIENCE SYNERGY FOUNDATION,0.5196128503423377,19.0,39.66292477728843,PL
RI.NOVA SOCIETA COOPERATIVA,0.5196128503423377,19.0,39.66292477728843,IT
HUMIFY GMBH,0.5196128503423377,19.0,39.66292477728843,DE
ARAPAHA BV,0.5195382167043303,19.0,154.58995343906642,NL
TORWASH BV,0.5195382167043303,19.0,154.58995343906642,NL
I. BLU SRL,0.5195382167043303,19.0,154.58995343906642,IT
AZIENDA MULTISERVIZI IGIENE AMBIENTALE TORINO SPA,0.5195382167043303,19.0,154.58995343906642,IT
GLASPORT BIO LIMITED,0.5195382167043303,19.0,154.58995343906642,IE
NANOTEMPER TECHNOLOGIES GMBH,0.5189188041389652,20.0,2017.56625739218,DE
SVENSKA KYRKAN  LINKOPINGS STIFT,0.5186737551222601,17.0,2.7716328740490703,SE
HOLZMANUFAKTUR ROTTWEIL GMBH,0.5186737551222601,17.0,2.7716328740490703,DE
WHITE ARKITEKTER AKTIEBOLAG,0.5186737551222601,17.0,2.7716328740490703,SE
ERIK ARKITEKTER AS,0.5186737551222601,17.0,2.7716328740490703,DK
NATURLICH BAUEN LM OG,0.5186737551222601,17.0,2.7716328740490703,AT
EDINBURGH WORLD HERITAGE TRUST,0.5186737551222601,17.0,2.7716328740490703,UK
NEROBUTTO SRL SOCIETA BENEFIT,0.5186737551222601,17.0,2.7716328740490703,IT
FUNDACJA SENDZIMIRA,0.5186737551222601,17.0,2.7716328740490703,PL
INTBAU,0.5186737551222601,17.0,2.7716328740490703,UK
INSTITUTE OF ACCELERATING SYSTEMS AND APPLICATIONS,0.518299866830399,20.0,657.4069851908313,EL
NOVOZYMES A/S,0.517899893445599,19.0,1424.9497343485757,DK
KOSMOS TREYS,0.5178756675802911,16.0,6.8618917699310575,BG
DIAMOUTILS SAS,0.5178756675802911,16.0,6.8618917699310575,FR
THE MANUFACTURING TECHNOLOGY CENTRE LIMITED,0.5178756675802911,16.0,6.8618917699310575,UK
SYNOVA SA,0.5178756675802911,16.0,6.8618917699310575,CH
"3 DRIVERS - ENGENHARIA, INOVACAO E AMBIENTE SA",0.5178756675802911,16.0,6.8618917699310575,PT
ATOP S.P.A.,0.5178756675802911,16.0,6.8618917699310575,IT
ATS APPLIED TECH SYSTEMS LTD,0.5178756675802911,16.0,6.8618917699310575,UK
ROBUST AO GMBH,0.5178756675802911,16.0,6.8618917699310575,DE
DEPUY IRELAND UNLIMITED COMPANY,0.5178756675802911,16.0,6.8618917699310575,IE
THE UNIVERSITY OF MANITOBA,0.5178070074215347,22.0,1051.8136639344268,CA
LUFTFARTSVERKET,0.5177256396968263,13.0,1949.3056539360464,SE
VOISTE SADAMA OU,0.5175083655009399,15.0,111.28782057188333,EE
THAI UNION GROUP PUBLIC COMPANY LIMITED,0.5175083655009399,15.0,111.28782057188333,TH
CLEAN OCEAN COATINGS GMBH,0.5175083655009399,15.0,111.28782057188333,DE
SKIBSTAD PER HARALD MINDESTROMMEN,0.5175083655009399,15.0,111.28782057188333,NO
FSK FORENINGEN FOR SKANSOMT KYSTFISKERI,0.5175083655009399,15.0,111.28782057188333,DK
SVERIGES FISKARES PRODUCENTORGANISATION,0.5175083655009399,15.0,111.28782057188333,SE
HANSTHOLM FISKERIFORENING,0.5175083655009399,15.0,111.28782057188333,DK
NORDDANMARKS EU-KONTOR,0.5175083655009398,15.0,111.28782057188333,DK
BONA FIDE APS,0.5175083655009398,15.0,111.28782057188333,DK
LOW IMPACT FISHERS OF EUROPE,0.5175083655009398,15.0,111.28782057188333,BE
TMBK PARTNERS SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,0.5173429501477894,21.0,280.18126146907844,PL
NOVOTECH AEROSPACE ADVANCED TECHNOLOGY SRL,0.5173429501477894,21.0,280.18126146907844,IT
Universite de Technologie de Compiegne,0.5173429501477894,21.0,280.18126146907844,FR
TESTIA,0.5173429501477894,21.0,280.18126146907844,FR
INSTYTUT TECHNICZNY WOJSK LOTNICZYCH,0.5173429501477894,21.0,280.18126146907844,PL
RUAG Schweiz AG,0.5173429501477894,21.0,280.18126146907844,CH
ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO BURLO GAROFOLO,0.517073514552552,18.0,2.230781906070169,IT
EN POSITIVO COMUNICACION Y DISENO SOCIAL PARA ONGS,0.517073514552552,18.0,2.230781906070169,ES
